TimeStample;T;w;wd
2013-05-20;0.722857143;0.130434783;999004
2013-05-21;0.731428571;0.173913043;999009
2013-05-22;0.765714286;0.152173913;999013
2013-05-23;0.811428571;0.173913043;999012
2013-05-24;0.768571429;0.239130435;999013
2013-05-25;0.78;0.239130435;999002
2013-05-26;0.814285714;0.173913043;999013
2013-05-27;0.831428571;0.152173913;999003
2013-05-28;0.854285714;0.217391304;999009
2013-05-29;0.674285714;0.326086957;999003
2013-05-30;0.634285714;0.086956522;999013
2013-05-31;0.654285714;0.086956522;999012
2013-06-01;0.662857143;0.02173913;999013
2013-06-02;0.722857143;0.152173913;999013
2013-06-03;0.748571429;0.108695652;999012
2013-06-04;0.777142857;0.173913043;999012
2013-06-05;0.774285714;0.108695652;999010
2013-06-06;0.78;0.130434783;999012
2013-06-07;0.817142857;0.239130435;999004
2013-06-08;0.805714286;0.086956522;999004
2013-06-09;0.74;0.369565217;999003
2013-06-10;0.654285714;0.065217391;999003
2013-06-11;0.742857143;0.108695652;999008
2013-06-12;0.725714286;0.239130435;999009
2013-06-13;0.725714286;0.282608696;999004
2013-06-14;0.757142857;0.326086957;999011
2013-06-15;0.814285714;0.217391304;999002
2013-06-16;0.874285714;0.217391304;999011
2013-06-17;0.891428571;0.282608696;999008
2013-06-18;0.908571429;0.326086957;999009
2013-06-19;0.925714286;0.239130435;999009
2013-06-20;0.945714286;0.304347826;999007
2013-06-21;0.928571429;0.217391304;999005
2013-06-22;0.928571429;0.239130435;999005
2013-06-23;0.928571429;0.260869565;999005
2013-06-24;0.882857143;0.217391304;999013
2013-06-25;0.842857143;0.173913043;999003
2013-06-26;0.771428571;0.173913043;999004
2013-06-27;0.794285714;0.152173913;999002
2013-06-28;0.817142857;0.260869565;999011
2013-06-29;0.851428571;0.217391304;999011
2013-06-30;0.888571429;0.195652174;999010
2013-07-01;0.917142857;0.260869565;999008
2013-07-02;0.885714286;0.173913043;999011
2013-07-03;0.857142857;0.152173913;999012
2013-07-04;0.908571429;0.173913043;999010
2013-07-05;0.862857143;0.065217391;999012
2013-07-06;0.817142857;0.108695652;999013
2013-07-07;0.86;0.108695652;999008
2013-07-08;0.885714286;0.282608696;999008
2013-07-09;0.848571429;0.239130435;999010
2013-07-10;0.868571429;0.086956522;999009
2013-07-11;0.874285714;0.260869565;999008
2013-07-12;0.888571429;0.282608696;999011
2013-07-13;0.911428571;0.239130435;999014
2013-07-14;0.945714286;0.282608696;999008
2013-07-15;0.94;0.108695652;999003
2013-07-16;0.937142857;0.260869565;999008
2013-07-17;0.914285714;0.239130435;999010
2013-07-18;0.891428571;0.217391304;999010
2013-07-19;0.911428571;0.130434783;999010
2013-07-20;0.931428571;0.239130435;999009
2013-07-21;0.937142857;0.173913043;999008
2013-07-22;0.911428571;0.282608696;999008
2013-07-23;0.917142857;0.282608696;999009
2013-07-24;0.937142857;0.282608696;999009
2013-07-25;0.948571429;0.217391304;999010
2013-07-26;0.968571429;0.413043478;999005
2013-07-27;0.965714286;0.282608696;999003
2013-07-28;0.962857143;0.217391304;999010
2013-07-29;0.954285714;0.304347826;999011
2013-07-30;0.982857143;0.195652174;999011
2013-07-31;0.982857143;0.217391304;999009
2013-08-01;0.98;0.195652174;999007
2013-08-02;0.928571429;0.239130435;999013
2013-08-03;0.851428571;0.086956522;999004
2013-08-04;0.874285714;0.369565217;999011
2013-08-05;0.908571429;0.239130435;999012
2013-08-06;0.942857143;0.260869565;999008
2013-08-07;0.96;0.239130435;999008
2013-08-08;0.962857143;0.217391304;999008
2013-08-09;0.965714286;0.130434783;999008
2013-08-10;0.982857143;0.217391304;999008
2013-08-11;0.974285714;0.195652174;999012
2013-08-12;0.962857143;0.304347826;999007
2013-08-13;0.982857143;0.347826087;999004
2013-08-14;0.934285714;0.434782609;999004
2013-08-15;0.937142857;0.434782609;999006
2013-08-16;0.905714286;0.347826087;999005
2013-08-17;0.877142857;0.195652174;999005
2013-08-18;0.922857143;0.282608696;999004
2013-08-19;0.84;0.152173913;999003
2013-08-20;0.842857143;0.130434783;999004
2013-08-21;0.874285714;0.152173913;999005
2013-08-22;0.917142857;0.173913043;999006
2013-08-23;0.825714286;0.217391304;999005
2013-08-24;0.811428571;0.173913043;999004
2013-08-25;0.837142857;0.130434783;999011
2013-08-26;0.857142857;0.065217391;999012
2013-08-27;0.9;0.217391304;999009
2013-08-28;0.905714286;0.173913043;999012
2013-08-29;0.871428571;0.086956522;999015
2013-08-30;0.794285714;0.173913043;999005
2013-08-31;0.751428571;0.108695652;999004
2013-09-01;0.728571429;0.195652174;999002
2013-09-02;0.645714286;0.152173913;999004
2013-09-03;0.585714286;0.152173913;999013
2013-09-04;0.582857143;0.02173913;999004
2013-09-05;0.6;0.02173913;999003
2013-09-06;0.642857143;0.043478261;999004
2013-09-07;0.677142857;0.043478261;999004
2013-09-08;0.748571429;0.195652174;999004
2013-09-09;0.788571429;0.130434783;999014
2013-09-10;0.774285714;0.239130435;999004
2013-09-11;0.685714286;0.173913043;999005
2013-09-12;0.745714286;0.152173913;999014
2013-09-13;0.782857143;0.152173913;999013
2013-09-14;0.771428571;0.152173913;999005
2013-09-15;0.797142857;0.152173913;999005
2013-09-16;0.805714286;0.195652174;999004
2013-09-17;0.851428571;0.260869565;999003
2013-09-18;0.857142857;0.369565217;999004
2013-09-19;0.794285714;0.195652174;999004
2013-09-20;0.774285714;0.260869565;999004
2013-09-21;0.78;0.260869565;999006
2013-09-22;0.782857143;0.347826087;999005
2013-09-23;0.762857143;0.152173913;999006
2013-09-24;0.671428571;0.217391304;999004
2013-09-25;0.505714286;0.391304348;999004
2013-09-26;0.551428571;0.086956522;999007
2013-09-27;0.548571429;0.065217391;999011
2013-09-28;0.617142857;0.173913043;999005
2013-09-29;0.66;0.130434783;999003
2013-09-30;0.688571429;0.173913043;999003
2013-10-01;0.637142857;0.130434783;999012
2013-10-02;0.694285714;0.413043478;999004
2013-10-03;0.68;0.086956522;999004
2013-10-04;0.631428571;0.195652174;999013
2013-10-05;0.637142857;0.065217391;999003
2013-10-06;0.68;0.260869565;999005
2013-10-07;0.625714286;0.173913043;999004
2013-10-08;0.594285714;0.260869565;999003
2013-10-09;0.602857143;0.173913043;999013
2013-10-10;0.637142857;0.239130435;999005
2013-10-11;0.671428571;0.130434783;999011
2013-10-12;0.665714286;0.217391304;999012
2013-10-13;0.654285714;0.217391304;999012
2013-10-14;0.722857143;0.282608696;999004
2013-10-15;0.66;0.760869565;999005
2013-10-16;0.494285714;0.347826087;999005
2013-10-17;0.425714286;0.173913043;999005
2013-10-18;0.46;0.173913043;999004
2013-10-19;0.497142857;0.065217391;999008
2013-10-20;0.488571429;0.065217391;999005
2013-10-21;0.522857143;0.086956522;999012
2013-10-22;0.537142857;0.065217391;999012
2013-10-23;0.517142857;0.152173913;999013
2013-10-24;0.574285714;0.108695652;999005
2013-10-25;0.505714286;0.195652174;999004
2013-10-26;0.462857143;0.239130435;999012
2013-10-27;0.494285714;0.173913043;999011
2013-10-28;0.54;0.086956522;999005
2013-10-29;0.522857143;0.130434783;999013
2013-10-30;0.497142857;0.195652174;999003
2013-10-31;0.52;0.130434783;999003
2013-11-01;0.5;0.130434783;999004
2013-11-02;0.528571429;0.086956522;999002
2013-11-03;0.534285714;0.260869565;999005
2013-11-04;0.545714286;0.152173913;999004
2013-11-05;0.502857143;0.130434783;999012
2013-11-06;0.548571429;0.152173913;999007
2013-11-07;0.551428571;0.130434783;999012
2013-11-08;0.651428571;0.173913043;999004
2013-11-09;0.7;0.260869565;999003
2013-11-10;0.568571429;0.565217391;999003
2013-11-11;0.374285714;0.282608696;999003
2013-11-12;0.371428571;0.239130435;999004
2013-11-13;0.4;0.152173913;999003
2013-11-14;0.442857143;0.130434783;999013
2013-11-15;0.428571429;0.173913043;999003
2013-11-16;0.488571429;0.130434783;999012
2013-11-17;0.482857143;0.130434783;999012
2013-11-18;0.417142857;0.173913043;999013
2013-11-19;0.4;0.195652174;999012
2013-11-20;0.422857143;0.108695652;999011
2013-11-21;0.508571429;0.195652174;999003
2013-11-22;0.457142857;0.239130435;999004
2013-11-23;0.434285714;0.173913043;999004
2013-11-24;0.431428571;0.239130435;999013
2013-11-25;0.32;0.152173913;999011
2013-11-26;0.382857143;0.065217391;999013
2013-11-27;0.422857143;0.304347826;999006
2013-11-28;0.288571429;0.086956522;999012
2013-11-29;0.3;0.195652174;999012
2013-11-30;0.328571429;0.152173913;999013
2013-12-01;0.331428571;0.152173913;999012
2013-12-02;0.331428571;0.108695652;999010
2013-12-03;0.38;0.065217391;999012
2013-12-04;0.351428571;0.130434783;999013
2013-12-05;0.305714286;0.195652174;999012
2013-12-06;0.302857143;0.108695652;999007
2013-12-07;0.302857143;0.086956522;999013
2013-12-08;0.342857143;0.02173913;999012
2013-12-09;0.397142857;0.304347826;999003
2013-12-10;0.32;0.217391304;999003
2013-12-11;0.32;0.282608696;999005
2013-12-12;0.314285714;0.043478261;999003
2013-12-13;0.268571429;0.173913043;999012
2013-12-14;0.274285714;0.065217391;999012
2013-12-15;0.277142857;0.304347826;999004
2013-12-16;0.26;0.108695652;999011
2013-12-17;0.268571429;0.152173913;999006
2013-12-18;0.174285714;0.217391304;999013
2013-12-19;0.228571429;0.173913043;999012
2013-12-20;0.191428571;0.260869565;999002
2013-12-21;0.157142857;0.217391304;999002
2013-12-22;0.148571429;0.086956522;999012
2013-12-23;0.251428571;0.173913043;999003
2013-12-24;0.265714286;0.152173913;999003
2013-12-25;0.285714286;0.086956522;999008
2013-12-26;0.285714286;0.217391304;999004
2013-12-27;0.188571429;0.391304348;999004
2013-12-28;0.174285714;0.152173913;999005
2013-12-29;0.2;0.173913043;999005
2013-12-30;0.225714286;0.130434783;999012
2013-12-31;0.217142857;0.173913043;999005
2014-01-01;0.265714286;0.130434783;999012
2014-01-02;0.385714286;0.086956522;999013
2014-01-03;0.382857143;0.108695652;999011
2014-01-04;0.288571429;0.152173913;999012
2014-01-05;0.202857143;0.108695652;999013
2014-01-06;0.328571429;0.391304348;999004
2014-01-07;0.251428571;0.02173913;999003
2014-01-08;0.268571429;0.434782609;999003
2014-01-09;0.217142857;0.173913043;999005
2014-01-10;0.148571429;0.108695652;999005
2014-01-11;0.214285714;0.130434783;999003
2014-01-12;0.268571429;0.173913043;999003
2014-01-13;0.262857143;0.217391304;999013
2014-01-14;0.217142857;0.130434783;999013
2014-01-15;0.237142857;0.195652174;999012
2014-01-16;0.288571429;0.086956522;999012
2014-01-17;0.262857143;0.130434783;999006
2014-01-18;0.222857143;0.217391304;999012
2014-01-19;0.245714286;0.086956522;999012
2014-01-20;0.308571429;0.130434783;999013
2014-01-21;0.22;0.260869565;999005
2014-01-22;0.205714286;0.217391304;999012
2014-01-23;0.242857143;0.086956522;999011
2014-01-24;0.277142857;0.152173913;999006
2014-01-25;0.337142857;0.456521739;999005
2014-01-26;0.348571429;0.152173913;999004
2014-01-27;0.357142857;0.065217391;999012
2014-01-28;0.342857143;0.217391304;999003
2014-01-29;0.357142857;0.152173913;999012
2014-01-30;0.317142857;0.130434783;999006
2014-01-31;0.368571429;0.065217391;999005
2014-02-01;0.42;0.043478261;999012
2014-02-02;0.517142857;0.239130435;999011
2014-02-03;0.414285714;0.369565217;999003
2014-02-04;0.308571429;0.586956522;999004
2014-02-05;0.185714286;0.652173913;999004
2014-02-06;0.128571429;0.717391304;999005
2014-02-07;0.171428571;0.173913043;999003
2014-02-08;0.142857143;0.47826087;999004
2014-02-09;0.108571429;0.434782609;999004
2014-02-10;0.082857143;0.413043478;999004
2014-02-11;0.114285714;0.173913043;999004
2014-02-12;0.111428571;0.304347826;999004
2014-02-13;0.125714286;0.282608696;999014
2014-02-14;0.134285714;0.173913043;999003
2014-02-15;0.214285714;0.260869565;999004
2014-02-16;0.2;0.347826087;999005
2014-02-17;0.188571429;0.239130435;999003
2014-02-18;0.168571429;0.043478261;999012
2014-02-19;0.191428571;0.173913043;999013
2014-02-20;0.168571429;0.130434783;999005
2014-02-21;0.248571429;0.260869565;999004
2014-02-22;0.334285714;0.02173913;999009
2014-02-23;0.314285714;0.108695652;999003
2014-02-24;0.311428571;0;999012
2014-02-25;0.36;0.086956522;999005
2014-02-26;0.374285714;0.173913043;999005
2014-02-27;0.351428571;0.043478261;999003
2014-02-28;0.348571429;0.282608696;999003
2014-03-01;0.331428571;0.391304348;999003
2014-03-02;0.3;0.108695652;999004
2014-03-03;0.291428571;0.130434783;999005
2014-03-04;0.342857143;0.02173913;999004
2014-03-05;0.314285714;0.173913043;999004
2014-03-06;0.325714286;0.304347826;999003
2014-03-07;0.291428571;0.304347826;999004
2014-03-08;0.288571429;0.173913043;999004
2014-03-09;0.377142857;0.173913043;999003
2014-03-10;0.377142857;0.217391304;999008
2014-03-11;0.382857143;0.086956522;999012
2014-03-12;0.488571429;0.152173913;999006
2014-03-13;0.38;0.369565217;999004
2014-03-14;0.345714286;0.152173913;999011
2014-03-15;0.365714286;0.217391304;999009
2014-03-16;0.445714286;0.173913043;999006
2014-03-17;0.491428571;0.260869565;999011
2014-03-18;0.645714286;0.065217391;999005
2014-03-19;0.568571429;0.326086957;999004
2014-03-20;0.405714286;0.326086957;999004
2014-03-21;0.36;0.195652174;999003
2014-03-22;0.388571429;0.195652174;999012
2014-03-23;0.428571429;0.108695652;999011
2014-03-24;0.437142857;0.108695652;999012
2014-03-25;0.562857143;0.065217391;999013
2014-03-26;0.58;0.173913043;999011
2014-03-27;0.602857143;0.152173913;999009
2014-03-28;0.574285714;0.043478261;999013
2014-03-29;0.631428571;0.173913043;999003
2014-03-30;0.548571429;0.152173913;999012
2014-03-31;0.56;0.217391304;999013
2014-04-01;0.511428571;0.152173913;999012
2014-04-02;0.502857143;0.02173913;999003
2014-04-03;0.58;0.239130435;999005
2014-04-04;0.571428571;0.195652174;999004
2014-04-05;0.517142857;0.173913043;999003
2014-04-06;0.488571429;0.173913043;999004
2014-04-07;0.525714286;0.108695652;999010
2014-04-08;0.574285714;0.108695652;999011
2014-04-09;0.64;0.152173913;999011
2014-04-10;0.617142857;0.108695652;999011
2014-04-11;0.614285714;0.108695652;999004
2014-04-12;0.562857143;0.413043478;999004
2014-04-13;0.52;0.130434783;999013
2014-04-14;0.56;0.260869565;999004
2014-04-15;0.557142857;0.065217391;999003
2014-04-16;0.591428571;0.347826087;999004
2014-04-17;0.6;0.369565217;999003
2014-04-18;0.608571429;0.239130435;999004
2014-04-19;0.571428571;0.347826087;999004
2014-04-20;0.502857143;0.456521739;999004
2014-04-21;0.494285714;0.086956522;999003
2014-04-22;0.565714286;0.086956522;999013
2014-04-23;0.594285714;0.130434783;999004
2014-04-24;0.548571429;0.260869565;999003
2014-04-25;0.548571429;0.043478261;999005
2014-04-26;0.554285714;0.304347826;999004
2014-04-27;0.594285714;0.065217391;999002
2014-04-28;0.542857143;0.173913043;999012
2014-04-29;0.5;0.217391304;999011
2014-04-30;0.582857143;0.195652174;999008
2014-05-01;0.64;0.195652174;999012
2014-05-02;0.614285714;0.630434783;999003
2014-05-03;0.502857143;0.130434783;999004
2014-05-04;0.502857143;0.02173913;999005
2014-05-05;0.488571429;0.130434783;999003
2014-05-06;0.554285714;0.152173913;999013
2014-05-07;0.631428571;0.260869565;999010
2014-05-08;0.648571429;0.173913043;999010
2014-05-09;0.645714286;0.130434783;999013
2014-05-10;0.662857143;0.152173913;999003
2014-05-11;0.64;0.108695652;999004
2014-05-12;0.654285714;0.130434783;999013
2014-05-13;0.62;0.173913043;999012
2014-05-14;0.614285714;0.02173913;999005
2014-05-15;0.648571429;0.130434783;999011
2014-05-16;0.6;0.108695652;999012
2014-05-17;0.608571429;0.02173913;999003
2014-05-18;0.682857143;0.130434783;999005
2014-05-19;0.682857143;0.173913043;999009
2014-05-20;0.722857143;0.130434783;999012
2014-05-21;0.64;0.173913043;999003
2014-05-22;0.64;0.043478261;999003
2014-05-23;0.665714286;0.086956522;999013
2014-05-24;0.714285714;0.086956522;999003
2014-05-25;0.708571429;0.108695652;999003
2014-05-26;0.651428571;0.108695652;999013
2014-05-27;0.702857143;0.195652174;999011
2014-05-28;0.731428571;0.130434783;999011
2014-05-29;0.714285714;0.02173913;999013
2014-05-30;0.66;0.065217391;999012
2014-05-31;0.734285714;0.02173913;999013
2014-06-01;0.837142857;0.065217391;999007
2014-06-02;0.814285714;0.413043478;999004
2014-06-03;0.777142857;0.260869565;999002
2014-06-04;0.728571429;0.173913043;999012
2014-06-05;0.742857143;0.086956522;999004
2014-06-06;0.722857143;0.043478261;999012
2014-06-07;0.768571429;0.086956522;999004
2014-06-08;0.734285714;0.195652174;999003
2014-06-09;0.68;0;999012
2014-06-10;0.734285714;0.065217391;999012
2014-06-11;0.805714286;0.108695652;999013
2014-06-12;0.808571429;0.217391304;999003
2014-06-13;0.82;0.347826087;999004
2014-06-14;0.8;0.108695652;999004
2014-06-15;0.797142857;0.130434783;999012
2014-06-16;0.757142857;0.173913043;999003
2014-06-17;0.785714286;0.195652174;999002
2014-06-18;0.874285714;0.195652174;999011
2014-06-19;0.811428571;0.173913043;999011
2014-06-20;0.82;0.195652174;999005
2014-06-21;0.725714286;0.108695652;999012
2014-06-22;0.748571429;0.02173913;999013
2014-06-23;0.74;0.173913043;999004
2014-06-24;0.702857143;0.086956522;999003
2014-06-25;0.748571429;0.086956522;999005
2014-06-26;0.745714286;0.282608696;999003
2014-06-27;0.762857143;0.065217391;999012
2014-06-28;0.811428571;0.108695652;999002
2014-06-29;0.748571429;0.195652174;999004
2014-06-30;0.802857143;0.043478261;999011
2014-07-01;0.805714286;0.086956522;999012
2014-07-02;0.825714286;0.02173913;999012
2014-07-03;0.771428571;0.282608696;999003
2014-07-04;0.725714286;0.130434783;999004
2014-07-05;0.797142857;0.02173913;999008
2014-07-06;0.828571429;0.108695652;999005
2014-07-07;0.842857143;0.217391304;999004
2014-07-08;0.882857143;0.195652174;999003
2014-07-09;0.931428571;0.239130435;999005
2014-07-10;0.917142857;0.217391304;999003
2014-07-11;0.917142857;0.152173913;999009
2014-07-12;0.845714286;0.326086957;999004
2014-07-13;0.771428571;0.086956522;999004
2014-07-14;0.7;0.108695652;999012
2014-07-15;0.714285714;0.086956522;999012
2014-07-16;0.74;0.02173913;999012
2014-07-17;0.785714286;0.02173913;999012
2014-07-18;0.82;0.130434783;999003
2014-07-19;0.837142857;0.282608696;999004
2014-07-20;0.868571429;0.130434783;999004
2014-07-21;0.908571429;0.130434783;999013
2014-07-22;0.911428571;0.130434783;999006
2014-07-23;0.937142857;0.5;999003
2014-07-24;0.857142857;0.130434783;999013
2014-07-25;0.82;0.260869565;999003
2014-07-26;0.854285714;0.239130435;999003
2014-07-27;0.851428571;0.282608696;999012
2014-07-28;0.891428571;0.282608696;999008
2014-07-29;0.894285714;0.347826087;999010
2014-07-30;0.934285714;0.173913043;999008
2014-07-31;0.922857143;0.239130435;999004
2014-08-01;0.908571429;0.434782609;999004
2014-08-02;0.882857143;0.260869565;999004
2014-08-03;0.902857143;0.260869565;999003
2014-08-04;0.925714286;0.239130435;999006
2014-08-05;0.931428571;0.108695652;999004
2014-08-06;0.942857143;0.260869565;999009
2014-08-07;0.888571429;0.282608696;999004
2014-08-08;0.808571429;0.630434783;999004
2014-08-09;0.8;0.173913043;999004
2014-08-10;0.797142857;0.347826087;999004
2014-08-11;0.748571429;0.413043478;999004
2014-08-12;0.7;0.108695652;999004
2014-08-13;0.722857143;0.173913043;999005
2014-08-14;0.788571429;0.239130435;999003
2014-08-15;0.788571429;0.152173913;999013
2014-08-16;0.791428571;0.108695652;999011
2014-08-17;0.748571429;0.065217391;999004
2014-08-18;0.7;0.260869565;999004
2014-08-19;0.742857143;0.152173913;999004
2014-08-20;0.768571429;0.195652174;999004
2014-08-21;0.771428571;0.173913043;999011
2014-08-22;0.78;0.065217391;999010
2014-08-23;0.805714286;0.195652174;999013
2014-08-24;0.785714286;0.152173913;999011
2014-08-25;0.788571429;0.195652174;999011
2014-08-26;0.745714286;0.130434783;999003
2014-08-27;0.771428571;0.130434783;999004
2014-08-28;0.842857143;0.195652174;999004
2014-08-29;0.828571429;0.326086957;999013
2014-08-30;0.865714286;0.260869565;999003
2014-08-31;0.862857143;0.347826087;999004
2014-09-01;0.788571429;0.282608696;999003
2014-09-02;0.777142857;0.130434783;999015
2014-09-03;0.8;0.130434783;999010
2014-09-04;0.68;0.152173913;999003
2014-09-05;0.697142857;0.173913043;999008
2014-09-06;0.742857143;0.065217391;999004
2014-09-07;0.822857143;0.152173913;999013
2014-09-08;0.851428571;0.152173913;999014
2014-09-09;0.842857143;0.152173913;999011
2014-09-10;0.825714286;0.369565217;999003
2014-09-11;0.88;0.239130435;999003
2014-09-12;0.885714286;0.152173913;999013
2014-09-13;0.711428571;0.5;999004
2014-09-14;0.705714286;0.108695652;999004
2014-09-15;0.722857143;0.195652174;999003
2014-09-16;0.748571429;0.152173913;999004
2014-09-17;0.762857143;0.630434783;999004
2014-09-18;0.651428571;0.130434783;999004
2014-09-19;0.657142857;0.086956522;999013
2014-09-20;0.725714286;0.043478261;999012
2014-09-21;0.711428571;0.304347826;999005
2014-09-22;0.651428571;0.304347826;999003
2014-09-23;0.66;0.282608696;999002
2014-09-24;0.705714286;0.130434783;999012
2014-09-25;0.742857143;0.130434783;999004
2014-09-26;0.771428571;0.130434783;999003
2014-09-27;0.8;0.173913043;999013
2014-09-28;0.814285714;0.217391304;999011
2014-09-29;0.731428571;0.195652174;999004
2014-09-30;0.705714286;0.130434783;999002
2014-10-01;0.697142857;0.086956522;999004
2014-10-02;0.731428571;0.086956522;999003
2014-10-03;0.691428571;0.239130435;999002
2014-10-04;0.64;0.239130435;999013
2014-10-05;0.708571429;0.173913043;999003
2014-10-06;0.668571429;0.282608696;999004
