TimeStample;Qi
11-01-2019 23:00;0.156298639
12-01-2019 02:00;0.044585028
12-01-2019 05:00;0.095697143
12-01-2019 08:00;0.114324446
12-01-2019 11:00;0.034041271
12-01-2019 14:00;0.115579656
12-01-2019 17:00;0.184565949
12-01-2019 20:00;0.262840789
12-01-2019 23:00;0.179645529
13-01-2019 02:00;0.261183913
13-01-2019 05:00;0.132901541
13-01-2019 08:00;0.030627102
13-01-2019 11:00;0.044032736
13-01-2019 14:00;0.254455992
13-01-2019 17:00;0.110508611
13-01-2019 20:00;0.172214691
13-01-2019 23:00;0.197921374
14-01-2019 02:00;0.114324446
14-01-2019 05:00;0.030627102
14-01-2019 08:00;0.132901541
14-01-2019 11:00;0.125721745
14-01-2019 14:00;0.138123211
14-01-2019 17:00;0.169352814
14-01-2019 20:00;0.246071195
14-01-2019 23:00;0.141788422
15-01-2019 02:00;0.151528845
15-01-2019 05:00;0.105035899
15-01-2019 08:00;0.063162123
15-01-2019 11:00;0.065873375
15-01-2019 14:00;0.11236632
15-01-2019 17:00;0.196615956
15-01-2019 20:00;0.149470302
15-01-2019 23:00;0.195059497
16-01-2019 02:00;0.184063865
16-01-2019 05:00;0.016669177
16-01-2019 08:00;0.049254406
16-01-2019 11:00;0.229703269
16-01-2019 14:00;0.12190591
16-01-2019 17:00;0.078475674
16-01-2019 20:00;0.22106743
16-01-2019 23:00;0.216598885
17-01-2019 02:00;0.062057539
17-01-2019 05:00;0.012050008
17-01-2019 08:00;0.049254406
17-01-2019 11:00;0.136265502
17-01-2019 14:00;0.057086911
17-01-2019 17:00;0.099261937
17-01-2019 20:00;0.268263293
17-01-2019 23:00;0.176130943
18-01-2019 02:00;0.019079179
18-01-2019 05:00;0.030627102
18-01-2019 08:00;0.086408596
18-01-2019 11:00;0.132901541
18-01-2019 14:00;0.188683035
18-01-2019 17:00;0.078375257
18-01-2019 20:00;0.199025958
18-01-2019 23:00;0.122056535
19-01-2019 02:00;0.126474871
19-01-2019 05:00;0.012050008
19-01-2019 08:00;0.067831501
19-01-2019 11:00;0.137570919
19-01-2019 14:00;0.03529648
19-01-2019 17:00;0.164984686
19-01-2019 20:00;0.194406788
19-01-2019 23:00;0.111562986
20-01-2019 02:00;0.10378069
20-01-2019 05:00;0.062258372
20-01-2019 08:00;0.092132349
20-01-2019 11:00;0.050810865
20-01-2019 14:00;0.061856705
20-01-2019 17:00;0.151930512
20-01-2019 20:00;0.13661696
20-01-2019 23:00;0.202992419
21-01-2019 02:00;0.086408596
21-01-2019 05:00;0.03529648
21-01-2019 08:00;0.049254406
21-01-2019 11:00;0.161520309
21-01-2019 14:00;0.028217101
21-01-2019 17:00;0.151428428
21-01-2019 20:00;0.198774916
21-01-2019 23:00;0.166842396
22-01-2019 02:00;0.1206507
22-01-2019 05:00;0.030627102
22-01-2019 08:00;0.053873575
22-01-2019 11:00;0.118642366
22-01-2019 14:00;0.062609831
22-01-2019 17:00;0.123612994
22-01-2019 20:00;0.135562585
22-01-2019 23:00;0.121705076
23-01-2019 02:00;0.05096149
23-01-2019 05:00;0.086408596
23-01-2019 08:00;0.016669177
23-01-2019 11:00;0.161670934
23-01-2019 14:00;0.02856856
23-01-2019 17:00;0.161921976
23-01-2019 20:00;0.147612592
23-01-2019 23:00;0.209670131
24-01-2019 02:00;0.088467139
24-01-2019 05:00;0.049254406
24-01-2019 08:00;0.105035899
24-01-2019 11:00;0.016669177
24-01-2019 14:00;0.030627102
24-01-2019 17:00;0.132499874
24-01-2019 20:00;0.233368479
24-01-2019 23:00;0.095897977
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
01-03-2019 02:00;0.036652106
01-03-2019 05:00;0.048902947
01-03-2019 08:00;0.129286539
01-03-2019 11:00;0.094743184
01-03-2019 14:00;0.152030928
01-03-2019 17:00;0.116935281
01-03-2019 20:00;0.228598685
01-03-2019 23:00;0.232364312
02-03-2019 02:00;0.100868605
02-03-2019 05:00;0.139729879
02-03-2019 08:00;0.321785409
02-03-2019 11:00;0.147010092
02-03-2019 14:00;0.340613546
02-03-2019 17:00;0.347090425
02-03-2019 20:00;0.261183913
02-03-2019 23:00;0.315208114
03-03-2019 02:00;0.241100567
03-03-2019 05:00;0.090726515
03-03-2019 08:00;0.026610433
03-03-2019 11:00;0.117688407
03-03-2019 14:00;0.264146207
03-03-2019 17:00;0.193051162
03-03-2019 20:00;0.110257569
03-03-2019 23:00;0.167545313
04-03-2019 02:00;0.215393885
04-03-2019 05:00;0.100366521
04-03-2019 08:00;0.155846764
04-03-2019 11:00;0.129989456
04-03-2019 14:00;0.163578852
04-03-2019 17:00;0.060300246
04-03-2019 20:00;0.201134709
04-03-2019 23:00;0.361349601
05-03-2019 02:00;0.288396847
05-03-2019 05:00;0.154240096
05-03-2019 08:00;0.219059095
05-03-2019 11:00;0.077521715
05-03-2019 14:00;0.198875333
05-03-2019 17:00;0.278556007
05-03-2019 20:00;0.200833459
05-03-2019 23:00;0.362102726
06-03-2019 02:00;0.20018075
06-03-2019 05:00;0.089672139
06-03-2019 08:00;0.265501833
06-03-2019 11:00;0.182909073
06-03-2019 14:00;0.158005724
06-03-2019 17:00;0.174474067
06-03-2019 20:00;0.283325802
06-03-2019 23:00;0.239945775
07-03-2019 02:00;0.141788422
07-03-2019 05:00;0.10132048
07-03-2019 08:00;0.124767786
07-03-2019 11:00;0.234673897
07-03-2019 14:00;0.119696741
07-03-2019 17:00;0.227293267
07-03-2019 20:00;0.32760958
07-03-2019 23:00;0.20018075
08-03-2019 02:00;0.196113873
08-03-2019 05:00;0.10408194
08-03-2019 08:00;0.052015866
08-03-2019 11:00;0.298538937
08-03-2019 14:00;0.159411558
08-03-2019 17:00;0.232765979
08-03-2019 20:00;0.285685595
08-03-2019 23:00;0.284480594
09-03-2019 02:00;0.144248632
09-03-2019 05:00;0.073254004
09-03-2019 08:00;0.123562786
09-03-2019 11:00;0.196615956
09-03-2019 14:00;0.082140885
09-03-2019 17:00;0.168398855
09-03-2019 20:00;0.195059497
09-03-2019 23:00;0.187478034
10-03-2019 02:00;0.097303811
10-03-2019 05:00;0.119194658
10-03-2019 08:00;0.138876337
10-03-2019 11:00;0.104885274
10-03-2019 14:00;0.210724507
10-03-2019 17:00;0.095345685
10-03-2019 20:00;0.078576091
10-03-2019 23:00;0.201486168
11-03-2019 02:00;0.077772757
11-03-2019 05:00;0.114876738
11-03-2019 08:00;0.157955515
11-03-2019 11:00;0.08289401
11-03-2019 14:00;0.138424462
11-03-2019 17:00;0.098759853
11-03-2019 20:00;0.10468444
11-03-2019 23:00;0.086257971
12-03-2019 02:00;0.109855902
12-03-2019 05:00;0.068986293
12-03-2019 08:00;0.054978159
12-03-2019 11:00;0.036601898
12-03-2019 14:00;0.072099212
12-03-2019 17:00;0.145654466
12-03-2019 20:00;0.110960486
12-03-2019 23:00;0.163277602
13-03-2019 02:00;0.12557112
13-03-2019 05:00;0.05005774
13-03-2019 08:00;0.096952352
13-03-2019 11:00;0.238188482
13-03-2019 14:00;0.378320028
13-03-2019 17:00;0.238288899
13-03-2019 20:00;0.146708842
13-03-2019 23:00;0.136868002
14-03-2019 02:00;0.11176382
14-03-2019 05:00;0.113370488
14-03-2019 08:00;0.006878546
14-03-2019 11:00;0.107245067
14-03-2019 14:00;0.077421298
14-03-2019 17:00;0.019430637
14-03-2019 20:00;0.185218657
14-03-2019 23:00;0.199829292
15-03-2019 02:00;0.094793393
15-03-2019 05:00;0.066877542
15-03-2019 08:00;0.075764422
15-03-2019 11:00;0.109052568
15-03-2019 14:00;0.095245268
15-03-2019 17:00;0.080785259
15-03-2019 20:00;0.015715218
15-03-2019 23:00;0.127328413
16-03-2019 02:00;0.050208365
16-03-2019 05:00;0.214239092
16-03-2019 08:00;0.090525682
16-03-2019 11:00;0.056283577
16-03-2019 14:00;0.321132701
16-03-2019 17:00;0.104634232
16-03-2019 20:00;0.17131094
16-03-2019 23:00;0.092132349
17-03-2019 02:00;0.139127379
17-03-2019 05:00;0.086659637
17-03-2019 08:00;0.05864337
17-03-2019 11:00;0.01842647
17-03-2019 14:00;0.237485565
17-03-2019 17:00;0.168700105
17-03-2019 20:00;0.204900336
17-03-2019 23:00;0.212933675
18-03-2019 02:00;0.237535773
18-03-2019 05:00;0.07491088
18-03-2019 08:00;0.058291911
18-03-2019 11:00;0.028066476
18-03-2019 14:00;0.377265652
18-03-2019 17:00;0.161068434
18-03-2019 20:00;0.203645127
18-03-2019 23:00;0.275192047
19-03-2019 02:00;0.302806648
19-03-2019 05:00;0.10870111
19-03-2019 08:00;0.016217302
19-03-2019 11:00;0.171712607
19-03-2019 14:00;0.145905508
19-03-2019 17:00;0.094743184
19-03-2019 20:00;0.275694131
19-03-2019 23:00;0.259828287
20-03-2019 02:00;0.0798313
20-03-2019 05:00;0.21524326
20-03-2019 08:00;0.076818798
20-03-2019 11:00;0.004568961
20-03-2019 14:00;0.133905709
20-03-2019 17:00;0.115931114
20-03-2019 20:00;0.194607622
20-03-2019 23:00;0.30210373
21-03-2019 02:00;0.163679269
21-03-2019 05:00;0.252045991
21-03-2019 08:00;0.084801928
21-03-2019 11:00;0.207059296
21-03-2019 14:00;0.156348848
21-03-2019 17:00;0.193854496
21-03-2019 20:00;0.137068836
21-03-2019 23:00;0.260732038
22-03-2019 02:00;0.0540242
22-03-2019 05:00;0.051162324
22-03-2019 08:00;0.207511171
22-03-2019 11:00;0.156298639
22-03-2019 14:00;0.261836622
22-03-2019 17:00;0.190088869
22-03-2019 20:00;0.202892002
22-03-2019 23:00;0.203845961
23-03-2019 02:00;0.109052568
23-03-2019 05:00;0.005874379
23-03-2019 08:00;0.046191696
23-03-2019 11:00;0.092985891
23-03-2019 14:00;0.182959281
23-03-2019 17:00;0.239694733
23-03-2019 20:00;0.225134307
23-03-2019 23:00;0.177737611
24-03-2019 02:00;0.216247427
24-03-2019 05:00;0.168348647
24-03-2019 08:00;0.096751519
24-03-2019 11:00;0.169905106
24-03-2019 14:00;0.181051363
24-03-2019 17:00;0.119144449
24-03-2019 20:00;0.159612391
24-03-2019 23:00;0.247979113
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
01-05-2019 02:00;0.577948486
01-05-2019 05:00;0.298589145
01-05-2019 08:00;0.187678867
01-05-2019 11:00;0.369583773
01-05-2019 14:00;0.247376613
01-05-2019 17:00;0.170457398
01-05-2019 20:00;0.26740975
01-05-2019 23:00;0.31500728
02-05-2019 02:00;0.17040719
02-05-2019 05:00;0.067831501
02-05-2019 08:00;0.104584024
02-05-2019 11:00;0.24501682
02-05-2019 14:00;0.181955114
02-05-2019 17:00;0.090475473
02-05-2019 20:00;0.064065873
02-05-2019 23:00;0.158407391
03-05-2019 02:00;0.170356981
03-05-2019 05:00;0.063111914
03-05-2019 08:00;0.106090275
03-05-2019 11:00;0.081287342
03-05-2019 14:00;0.187578451
03-05-2019 17:00;0.270572877
03-05-2019 20:00;0.252045991
03-05-2019 23:00;0.222372847
04-05-2019 02:00;0.33925792
04-05-2019 05:00;0.293919767
04-05-2019 08:00;0.04789878
04-05-2019 11:00;0.054526284
04-05-2019 14:00;0.226640558
04-05-2019 17:00;0.37887232
04-05-2019 20:00;0.363709394
04-05-2019 23:00;0.393583371
05-05-2019 02:00;0.282823718
05-05-2019 05:00;0.296681227
05-05-2019 08:00;0.328563539
05-05-2019 11:00;0.303007481
05-05-2019 14:00;0.202540543
05-05-2019 17:00;0.313601446
05-05-2019 20:00;0.228548476
05-05-2019 23:00;0.296982477
06-05-2019 02:00;0.043932319
06-05-2019 05:00;0.189536577
06-05-2019 08:00;0.162624893
06-05-2019 11:00;0.087714013
06-05-2019 14:00;0.177586986
06-05-2019 17:00;0.225887433
06-05-2019 20:00;0.179143445
06-05-2019 23:00;0.187628659
07-05-2019 02:00;0.283576844
07-05-2019 05:00;0.106040066
07-05-2019 08:00;0.261434955
07-05-2019 11:00;0.062559622
07-05-2019 14:00;0.374956068
07-05-2019 17:00;0.400461917
07-05-2019 20:00;0.473966963
07-05-2019 23:00;0.488276347
08-05-2019 02:00;0.541145755
08-05-2019 05:00;0.575036401
08-05-2019 08:00;0.537681378
08-05-2019 11:00;0.457548828
08-05-2019 14:00;0.634884772
08-05-2019 17:00;0.433699854
08-05-2019 20:00;0.502083647
08-05-2019 23:00;0.538886378
09-05-2019 02:00;0.665260832
09-05-2019 05:00;0.255610785
09-05-2019 08:00;0.251945574
09-05-2019 11:00;0.366822313
09-05-2019 14:00;0.445699654
09-05-2019 17:00;0.416177135
09-05-2019 20:00;0.291760807
09-05-2019 23:00;0.348998343
10-05-2019 02:00;0.404579003
10-05-2019 05:00;0.394436913
10-05-2019 08:00;0.332479791
10-05-2019 11:00;0.352613345
10-05-2019 14:00;0.400562334
10-05-2019 17:00;0.402068585
10-05-2019 20:00;0.437616107
10-05-2019 23:00;0.451172365
11-05-2019 02:00;0.438720691
11-05-2019 05:00;0.344981674
11-05-2019 08:00;0.068634835
11-05-2019 11:00;0.266857458
11-05-2019 14:00;0.339458754
11-05-2019 17:00;0.245970779
11-05-2019 20:00;0.30888186
11-05-2019 23:00;0.410051715
12-05-2019 02:00;0.367173771
12-05-2019 05:00;0.288999347
12-05-2019 08:00;0.123060702
12-05-2019 11:00;0.212431591
12-05-2019 14:00;0.566802229
12-05-2019 17:00;0.874830547
12-05-2019 20:00;0.8265301
12-05-2019 23:00;0.738765878
13-05-2019 02:00;0.731535874
13-05-2019 05:00;0.788472159
13-05-2019 08:00;0.745544008
13-05-2019 11:00;0.923532661
13-05-2019 14:00;0.895566601
13-05-2019 17:00;0.909323693
13-05-2019 20:00;0.504428378
13-05-2019 23:00;0.913189737
14-05-2019 02:00;0.504428378
14-05-2019 05:00;0.951649345
14-05-2019 08:00;0.982979364
14-05-2019 11:00;0.794145705
14-05-2019 14:00;0.643721444
14-05-2019 17:00;0.601747251
14-05-2019 20:00;0.713109404
14-05-2019 23:00;0.652507908
15-05-2019 02:00;0.740422754
15-05-2019 05:00;0.747351509
15-05-2019 08:00;0.504428378
15-05-2019 11:00;0.504428378
15-05-2019 14:00;0.504428378
15-05-2019 17:00;0.504428378
15-05-2019 20:00;0.504428378
15-05-2019 23:00;0.504428378
16-05-2019 02:00;0.504428378
16-05-2019 05:00;0.504428378
16-05-2019 08:00;0.819199679
16-05-2019 11:00;0.995330622
16-05-2019 14:00;0.504428378
16-05-2019 17:00;0.504428378
16-05-2019 20:00;0.504428378
16-05-2019 23:00;0.504428378
17-05-2019 02:00;0.504428378
17-05-2019 05:00;0.832856354
17-05-2019 08:00;0.816187177
17-05-2019 11:00;0.629813727
17-05-2019 14:00;0.577647236
17-05-2019 17:00;0.559220766
17-05-2019 20:00;0.614098509
17-05-2019 23:00;0.577044736
18-05-2019 02:00;0.493498017
18-05-2019 05:00;0.71230607
18-05-2019 08:00;0.614098509
18-05-2019 11:00;0.674750213
18-05-2019 14:00;0.781342572
18-05-2019 17:00;0.504428378
18-05-2019 20:00;0.504428378
18-05-2019 23:00;0.504428378
19-05-2019 02:00;0.504428378
19-05-2019 05:00;0.504428378
19-05-2019 08:00;0.504428378
19-05-2019 11:00;0.886428679
19-05-2019 14:00;0.504428378
19-05-2019 17:00;0.504428378
19-05-2019 20:00;0.504428378
19-05-2019 23:00;0.504428378
20-05-2019 02:00;0.504428378
20-05-2019 05:00;0.504428378
20-05-2019 08:00;0.504428378
20-05-2019 11:00;0.504428378
20-05-2019 14:00;0.833006979
20-05-2019 17:00;0.917758699
20-05-2019 20:00;0.504428378
20-05-2019 23:00;0.46608425
21-05-2019 02:00;0.945624341
21-05-2019 05:00;0.738916503
21-05-2019 08:00;0.623085806
21-05-2019 11:00;0.727519205
21-05-2019 14:00;0.596224331
21-05-2019 17:00;0.571923482
21-05-2019 20:00;0.498117186
21-05-2019 23:00;0.589345785
22-05-2019 02:00;0.586283075
22-05-2019 05:00;0.604408294
22-05-2019 08:00;0.497615103
22-05-2019 11:00;0.516242406
22-05-2019 14:00;0.534518251
22-05-2019 17:00;0.517196365
22-05-2019 20:00;0.49861927
22-05-2019 23:00;0.554852638
23-05-2019 02:00;0.517598032
23-05-2019 05:00;0.517598032
23-05-2019 08:00;0.555806597
23-05-2019 11:00;0.520459909
23-05-2019 14:00;0.483004469
23-05-2019 17:00;0.483104885
23-05-2019 20:00;0.608374755
23-05-2019 23:00;0.41908922
24-05-2019 02:00;0.468494251
24-05-2019 05:00;0.543053673
24-05-2019 08:00;0.454937993
24-05-2019 11:00;0.470703419
24-05-2019 14:00;0.456946327
24-05-2019 17:00;0.475874881
24-05-2019 20:00;0.471808003
24-05-2019 23:00;0.47743134
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
01-07-2019 02:00;0.315609781
01-07-2019 05:00;0.427474017
01-07-2019 08:00;0.276848923
01-07-2019 11:00;0.468343626
01-07-2019 14:00;0.419892554
01-07-2019 17:00;0.363508561
01-07-2019 20:00;0.405332128
01-07-2019 23:00;0.396595873
02-07-2019 02:00;0.405382337
02-07-2019 05:00;0.35924085
02-07-2019 08:00;0.133604459
02-07-2019 11:00;0.171461565
02-07-2019 14:00;0.27172767
02-07-2019 17:00;0.312747904
02-07-2019 20:00;0.326103329
02-07-2019 23:00;0.350906261
03-07-2019 02:00;0.343525631
03-07-2019 05:00;0.321032284
03-07-2019 08:00;0.344831049
03-07-2019 11:00;0.269769544
03-07-2019 14:00;0.335341668
03-07-2019 17:00;0.383039614
03-07-2019 20:00;0.325952704
03-07-2019 23:00;0.349550635
04-07-2019 02:00;0.314003113
04-07-2019 05:00;0.289501431
04-07-2019 08:00;0.20078325
04-07-2019 11:00;0.299794146
04-07-2019 14:00;0.286438721
04-07-2019 17:00;0.318471657
04-07-2019 20:00;0.362454185
04-07-2019 23:00;0.350253552
05-07-2019 02:00;0.336998544
05-07-2019 05:00;0.272531004
05-07-2019 08:00;0.045689612
05-07-2019 11:00;0.179344279
05-07-2019 14:00;0.247677863
05-07-2019 17:00;0.233569313
05-07-2019 20:00;0.22382889
05-07-2019 23:00;0.229552643
06-07-2019 02:00;0.231058894
06-07-2019 05:00;0.176884069
06-07-2019 08:00;0.129788623
06-07-2019 11:00;0.043530652
06-07-2019 14:00;0.042426068
06-07-2019 17:00;0.1074459
06-07-2019 20:00;0.08781443
06-07-2019 23:00;0.116634031
07-07-2019 02:00;0.11176382
07-07-2019 05:00;0.132700708
07-07-2019 08:00;0.125922579
07-07-2019 11:00;0.178038861
07-07-2019 14:00;0.126876538
07-07-2019 17:00;0.095295476
07-07-2019 20:00;0.101370688
07-07-2019 23:00;0.149570718
08-07-2019 02:00;0.181201988
08-07-2019 05:00;0.057187327
08-07-2019 08:00;0.040417734
08-07-2019 11:00;0.047547321
08-07-2019 14:00;0.065521916
08-07-2019 17:00;0.109454235
08-07-2019 20:00;0.158658432
08-07-2019 23:00;0.187879701
09-07-2019 02:00;0.112968821
09-07-2019 05:00;0.052568158
09-07-2019 08:00;0.061856705
09-07-2019 11:00;0.061806497
09-07-2019 14:00;0.111311945
09-07-2019 17:00;0.138826128
09-07-2019 20:00;0.148014259
09-07-2019 23:00;0.213184717
10-07-2019 02:00;0.198323041
10-07-2019 05:00;0.066526083
10-07-2019 08:00;0.061906914
10-07-2019 11:00;0.057237536
10-07-2019 14:00;0.038710649
10-07-2019 17:00;0.088266305
10-07-2019 20:00;0.284681428
10-07-2019 23:00;0.364261686
11-07-2019 02:00;0.353015012
11-07-2019 05:00;0.157553848
11-07-2019 08:00;0.083094844
11-07-2019 11:00;0.294823518
11-07-2019 14:00;0.145704674
11-07-2019 17:00;0.150374052
11-07-2019 20:00;0.192247828
11-07-2019 23:00;0.293969975
12-07-2019 02:00;0.248029322
12-07-2019 05:00;0.029572727
12-07-2019 08:00;0.066777125
12-07-2019 11:00;0.071396295
12-07-2019 14:00;0.094642767
12-07-2019 17:00;0.122558618
12-07-2019 20:00;0.127177788
12-07-2019 23:00;0.302957273
13-07-2019 02:00;0.210122006
13-07-2019 05:00;0.21554451
13-07-2019 08:00;0.120600492
13-07-2019 11:00;0.13295175
13-07-2019 14:00;0.312195612
13-07-2019 17:00;0.251694532
13-07-2019 20:00;0.235477231
13-07-2019 23:00;0.241753276
14-07-2019 02:00;0.273736004
14-07-2019 05:00;0.16734448
14-07-2019 08:00;0.062408997
14-07-2019 11:00;0.075463172
14-07-2019 14:00;0.458502787
14-07-2019 17:00;0.396194206
14-07-2019 20:00;0.296982477
14-07-2019 23:00;0.376311694
15-07-2019 02:00;0.382838781
15-07-2019 05:00;0.076718381
15-07-2019 08:00;0.159110308
15-07-2019 11:00;0.082693177
15-07-2019 14:00;0.25360245
15-07-2019 17:00;0.243058694
15-07-2019 20:00;0.286137471
15-07-2019 23:00;0.3607471
16-07-2019 02:00;0.243610986
16-07-2019 05:00;0.041120651
16-07-2019 08:00;0.065220666
16-07-2019 11:00;0.06386504
16-07-2019 14:00;0.233820354
16-07-2019 17:00;0.28247226
16-07-2019 20:00;0.339910629
16-07-2019 23:00;0.383039614
17-07-2019 02:00;0.335693126
17-07-2019 05:00;0.029823769
17-07-2019 08:00;0.101571522
17-07-2019 11:00;0.079931717
17-07-2019 14:00;0.114274238
17-07-2019 17:00;0.177285736
17-07-2019 20:00;0.194256163
17-07-2019 23:00;0.399206708
18-07-2019 02:00;0.401365668
18-07-2019 05:00;0.165336145
18-07-2019 08:00;0.096349852
18-07-2019 11:00;0.123010494
18-07-2019 14:00;0.261485163
18-07-2019 17:00;0.364713561
18-07-2019 20:00;0.480293217
18-07-2019 23:00;0.553798263
19-07-2019 02:00;0.607521213
19-07-2019 05:00;0.728121705
19-07-2019 08:00;0.305869358
19-07-2019 11:00;0.396796706
19-07-2019 14:00;0.363860019
19-07-2019 17:00;0.41326505
19-07-2019 20:00;0.407340463
19-07-2019 23:00;0.486619471
20-07-2019 02:00;0.477883215
20-07-2019 05:00;0.291760807
20-07-2019 08:00;0.133704875
20-07-2019 11:00;0.183812823
20-07-2019 14:00;0.476376964
20-07-2019 17:00;0.393432746
20-07-2019 20:00;0.420043179
20-07-2019 23:00;0.446151529
21-07-2019 02:00;0.450820907
21-07-2019 05:00;0.314756238
21-07-2019 08:00;0.318220616
21-07-2019 11:00;0.145554049
21-07-2019 14:00;0.372696691
21-07-2019 17:00;0.367424813
21-07-2019 20:00;0.374002109
21-07-2019 23:00;0.383591906
22-07-2019 02:00;0.345785008
22-07-2019 05:00;0.076266506
22-07-2019 08:00;0.02977356
22-07-2019 11:00;0.170256565
22-07-2019 14:00;0.353768138
22-07-2019 17:00;0.33127479
22-07-2019 20:00;0.344077923
22-07-2019 23:00;0.335642918
23-07-2019 02:00;0.322889993
23-07-2019 05:00;0.034493147
23-07-2019 08:00;0.122859868
23-07-2019 11:00;0.026610433
23-07-2019 14:00;0.128382789
23-07-2019 17:00;0.111111111
23-07-2019 20:00;0.131445499
23-07-2019 23:00;0.155846764
24-07-2019 02:00;0.105537983
24-07-2019 05:00;0.09027464
24-07-2019 08:00;0.094944018
24-07-2019 11:00;0.161168851
24-07-2019 14:00;0.144148215
24-07-2019 17:00;0.135462168
24-07-2019 20:00;0.137319877
24-07-2019 23:00;0.162524477
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
01-10-2019 02:00;0.042526485
01-10-2019 05:00;0.014610634
01-10-2019 08:00;0.014610634
01-10-2019 11:00;0.015012301
01-10-2019 14:00;0.033187729
01-10-2019 17:00;0.028518351
01-10-2019 20:00;0.028518351
01-10-2019 23:00;0.075011297
02-10-2019 02:00;0.05648441
02-10-2019 05:00;0.047145654
02-10-2019 08:00;0.014811468
02-10-2019 11:00;0.014610634
02-10-2019 14:00;0.028518351
02-10-2019 17:00;0.042476277
02-10-2019 20:00;0.047145654
02-10-2019 23:00;0.102977356
03-10-2019 02:00;0.047195863
03-10-2019 05:00;0.014610634
03-10-2019 08:00;0.042526485
03-10-2019 11:00;0.014610634
03-10-2019 14:00;0.033187729
03-10-2019 17:00;0.028518351
03-10-2019 20:00;0.059798162
03-10-2019 23:00;0.107646734
04-10-2019 02:00;0.075111714
04-10-2019 05:00;0.033288146
04-10-2019 08:00;0.014660842
04-10-2019 11:00;0.02856856
